Target,Analog,Frequency,Set
TX_Colorado,AZ_Maricopa,6,Derived Variables
TX_Colorado,TX_Maverick,5,Derived Variables
TX_Comanche,TX_Frio,9,Derived Variables
TX_Comanche,TX_Wilson,7,Derived Variables
TX_Comanche,TX_Zavala,6,Derived Variables
TX_Comanche,TX_Atascosa,5,Derived Variables
TX_Comanche,TX_Bastrop,5,Derived Variables
TX_Cooke,TX_Bastrop,9,Derived Variables
TX_Cooke,TX_Fayette,7,Derived Variables
TX_Cooke,TX_Bell,6,Derived Variables
TX_Cooke,TX_Milam,6,Derived Variables
TX_Coryell,TX_Maverick,11,Derived Variables
TX_Coryell,TX_Frio,8,Derived Variables
TX_Eastland,TX_Frio,9,Derived Variables
TX_Eastland,TX_Wilson,7,Derived Variables
TX_Eastland,TX_Zavala,6,Derived Variables
TX_Eastland,TX_Bastrop,6,Derived Variables
TX_El Paso,TX_Uvalde,9,Derived Variables
TX_El Paso,AZ_Pinal,6,Derived Variables
TX_Ellis,TX_Maverick,10,Derived Variables
TX_Ellis,TX_Frio,9,Derived Variables
TX_Ellis,AZ_Maricopa,7,Derived Variables
TX_Erath,TX_Frio,9,Derived Variables
TX_Erath,TX_Zavala,8,Derived Variables
TX_Erath,TX_Atascosa,7,Derived Variables
TX_Erath,TX_Maverick,6,Derived Variables
TX_Erath,TX_Bastrop,6,Derived Variables
TX_Fannin,TX_Bell,7,Derived Variables
TX_Fannin,TX_Milam,6,Derived Variables
TX_Fannin,TX_Bastrop,6,Derived Variables
TX_Fannin,TX_Travis,6,Derived Variables
TX_Fannin,TX_Uvalde,5,Derived Variables
TX_Fayette,AZ_Yuma,12,Derived Variables
TX_Fayette,CA_Imperial,11,Derived Variables
TX_Fort Bend,CA_Imperial,14,Derived Variables
TX_Fort Bend,AZ_Yuma,14,Derived Variables
TX_Frio,CA_Imperial,15,Derived Variables
TX_Frio,AZ_Yuma,15,Derived Variables
TX_Gaines,TX_Bell,8,Derived Variables
TX_Gaines,TX_Milam,6,Derived Variables
TX_Gaines,TX_Williamson,5,Derived Variables
TX_Gillespie,TX_Maverick,11,Derived Variables
TX_Gillespie,TX_Frio,9,Derived Variables
TX_Gillespie,TX_Zavala,8,Derived Variables
TX_Glasscock,TX_Bastrop,6,Derived Variables
TX_Glasscock,TX_Travis,6,Derived Variables
TX_Glasscock,TX_Frio,6,Derived Variables
TX_Glasscock,TX_Milam,5,Derived Variables
TX_Glasscock,TX_Maverick,5,Derived Variables
TX_Gonzales,AZ_Yuma,12,Derived Variables
TX_Gonzales,CA_Imperial,12,Derived Variables
TX_Grayson,TX_Williamson,6,Derived Variables
TX_Grayson,AZ_Pinal,6,Derived Variables
TX_Grayson,TX_Milam,6,Derived Variables
TX_Grayson,TX_Bell,5,Derived Variables
TX_Grayson,TX_Travis,5,Derived Variables
TX_Grayson,TX_Bastrop,5,Derived Variables
TX_Guadalupe,AZ_Yuma,12,Derived Variables
TX_Guadalupe,CA_Imperial,11,Derived Variables
TX_Hamilton,TX_Frio,11,Derived Variables
TX_Hamilton,TX_Maverick,11,Derived Variables
TX_Hamilton,TX_Zavala,7,Derived Variables
TX_Hartley,NM_Otero,6,Derived Variables
TX_Henderson,TX_Maverick,9,Derived Variables
TX_Henderson,TX_Frio,9,Derived Variables
TX_Henderson,TX_Zavala,5,Derived Variables
TX_Henderson,AZ_Maricopa,5,Derived Variables
TX_Hunt,AZ_Pinal,6,Derived Variables
TX_Hunt,TX_Milam,6,Derived Variables
TX_Hunt,TX_Frio,6,Derived Variables
TX_Hunt,TX_Bastrop,6,Derived Variables
TX_Hunt,TX_Williamson,5,Derived Variables
TX_Hunt,TX_Washington,5,Derived Variables
TX_Lamar,TX_Bell,7,Derived Variables
TX_Lamar,TX_Milam,6,Derived Variables
TX_Lamar,TX_Travis,6,Derived Variables
TX_Lamar,TX_Bastrop,5,Derived Variables
TX_Lampasas,TX_Maverick,11,Derived Variables
TX_Lampasas,TX_Frio,10,Derived Variables
TX_Lampasas,TX_Zavala,5,Derived Variables
TX_Lavaca,AZ_Yuma,14,Derived Variables
TX_Lavaca,CA_Imperial,13,Derived Variables
TX_Lee,AZ_Yuma,10,Derived Variables
TX_Lee,CA_Imperial,8,Derived Variables
TX_Lee,TX_Maverick,6,Derived Variables
TX_Lubbock,TX_Bosque,5,Derived Variables
TX_Madison,TX_Maverick,11,Derived Variables
TX_Matagorda,TX_Hidalgo,14,Derived Variables
TX_Matagorda,CA_Imperial,13,Derived Variables
TX_Matagorda,AZ_Yuma,12,Derived Variables
TX_Maverick,CA_Imperial,15,Derived Variables
TX_Maverick,AZ_Yuma,15,Derived Variables
TX_Medina,AZ_Yuma,12,Derived Variables
TX_Medina,CA_Imperial,11,Derived Variables
TX_Midland,TX_Frio,9,Derived Variables
TX_Midland,TX_Bastrop,8,Derived Variables
TX_Midland,TX_Maverick,7,Derived Variables
TX_Midland,AZ_Pinal,6,Derived Variables
TX_Midland,TX_Milam,5,Derived Variables
TX_Milam,AZ_Yuma,11,Derived Variables
TX_Milam,CA_Imperial,8,Derived Variables
TX_Milam,TX_Maverick,5,Derived Variables
TX_Montague,TX_Wilson,7,Derived Variables
TX_Montague,TX_Bell,6,Derived Variables
TX_Montague,TX_Milam,6,Derived Variables
TX_Montague,TX_Bastrop,5,Derived Variables
TX_Montague,TX_Fayette,5,Derived Variables
TX_Navarro,TX_Frio,9,Derived Variables
TX_Navarro,AZ_Maricopa,8,Derived Variables
TX_Navarro,TX_Maverick,8,Derived Variables
TX_Navarro,TX_Zavala,5,Derived Variables
TX_Palo Pinto,TX_Maverick,9,Derived Variables
TX_Palo Pinto,TX_Frio,9,Derived Variables
TX_Palo Pinto,TX_Bastrop,6,Derived Variables
TX_Palo Pinto,TX_Fayette,5,Derived Variables
TX_Parker,TX_Frio,9,Derived Variables
TX_Parker,TX_Maverick,8,Derived Variables
TX_Parker,TX_Atascosa,7,Derived Variables
TX_Parker,TX_Milam,5,Derived Variables
TX_Parker,TX_Bastrop,5,Derived Variables
TX_Pecos,TX_Frio,9,Derived Variables
TX_Pecos,TX_Uvalde,7,Derived Variables
TX_Pecos,TX_Maverick,7,Derived Variables
TX_Pecos,TX_Zavala,7,Derived Variables
TX_Pecos,TX_Atascosa,7,Derived Variables
TX_Pecos,TX_Guadalupe,5,Derived Variables
TX_Red River,TX_Washington,8,Derived Variables
TX_Red River,TX_Bastrop,6,Derived Variables
TX_Red River,TX_Milam,5,Derived Variables
TX_Red River,TX_Fayette,5,Derived Variables
TX_Robertson,AZ_Yuma,9,Derived Variables
TX_Robertson,CA_Imperial,7,Derived Variables
TX_Robertson,TX_Maverick,6,Derived Variables
TX_San Saba,TX_Frio,12,Derived Variables
TX_San Saba,TX_Maverick,11,Derived Variables
TX_Smith,TX_Frio,10,Derived Variables
TX_Smith,TX_Maverick,10,Derived Variables
TX_Terry,TX_Bosque,7,Derived Variables
TX_Travis,AZ_Yuma,11,Derived Variables
TX_Travis,CA_Imperial,8,Derived Variables
TX_Travis,TX_Maverick,5,Derived Variables
TX_Uvalde,AZ_Yuma,13,Derived Variables
TX_Uvalde,CA_Imperial,12,Derived Variables
TX_Van Zandt,TX_Frio,8,Derived Variables
TX_Van Zandt,TX_Bastrop,6,Derived Variables
TX_Van Zandt,TX_Maverick,6,Derived Variables
TX_Van Zandt,AZ_Pinal,5,Derived Variables
TX_Van Zandt,TX_Fayette,5,Derived Variables
TX_Waller,AZ_Yuma,11,Derived Variables
TX_Waller,CA_Imperial,9,Derived Variables
TX_Waller,TX_Maverick,5,Derived Variables
TX_Waller,AZ_Maricopa,5,Derived Variables
TX_Washington,AZ_Yuma,10,Derived Variables
TX_Washington,CA_Imperial,8,Derived Variables
TX_Washington,AZ_Maricopa,7,Derived Variables
TX_Washington,TX_Maverick,6,Derived Variables
TX_Wharton,AZ_Yuma,15,Derived Variables
TX_Wharton,CA_Imperial,13,Derived Variables
TX_Williamson,AZ_Maricopa,8,Derived Variables
TX_Williamson,TX_Maverick,7,Derived Variables
TX_Williamson,AZ_Yuma,5,Derived Variables
TX_Wilson,AZ_Yuma,14,Derived Variables
TX_Wilson,CA_Imperial,12,Derived Variables
TX_Wise,TX_Maverick,9,Derived Variables
TX_Wise,TX_Frio,9,Derived Variables
TX_Wise,TX_Atascosa,7,Derived Variables
TX_Wise,TX_Milam,6,Derived Variables
TX_Wise,TX_Zavala,5,Derived Variables
TX_Wood,TX_Frio,7,Derived Variables
TX_Wood,TX_Milam,6,Derived Variables
TX_Wood,TX_Bastrop,6,Derived Variables
TX_Wood,TX_Maverick,5,Derived Variables
TX_Zavala,CA_Imperial,15,Derived Variables
TX_Zavala,AZ_Yuma,15,Derived Variables
UT_Box Elder,ID_Payette,12,Derived Variables
UT_Box Elder,ID_Canyon,12,Derived Variables
UT_Box Elder,UT_Davis,11,Derived Variables
UT_Box Elder,ID_Ada,6,Derived Variables
UT_Davis,UT_Davis,7,Derived Variables
UT_Davis,WA_Benton,7,Derived Variables
UT_Davis,WA_Walla Walla,5,Derived Variables
UT_Davis,WA_Franklin,5,Derived Variables
UT_Utah,ID_Canyon,7,Derived Variables
UT_Utah,ID_Payette,6,Derived Variables
UT_Weber,UT_Davis,9,Derived Variables
UT_Weber,WA_Benton,8,Derived Variables
UT_Weber,WA_Franklin,7,Derived Variables
UT_Weber,WA_Walla Walla,6,Derived Variables
UT_Weber,OR_Morrow,5,Derived Variables
VA_Hanover,OK_Carter,6,Derived Variables
VA_Hanover,TX_Grayson,6,Derived Variables
VA_Hanover,OK_Marshall,5,Derived Variables
VA_Westmoreland,AR_Jefferson,8,Derived Variables
VT_Addison,OR_Morrow,6,Derived Variables
VT_Addison,WA_Benton,5,Derived Variables
WA_Adams,UT_Davis,17,Derived Variables
WA_Adams,WA_Walla Walla,15,Derived Variables
WA_Adams,WA_Benton,15,Derived Variables
WA_Benton,WA_Walla Walla,7,Derived Variables
WA_Benton,WA_Benton,7,Derived Variables
WA_Chelan,WA_Franklin,11,Derived Variables
WA_Chelan,UT_Davis,10,Derived Variables
WA_Chelan,WA_Walla Walla,9,Derived Variables
WA_Chelan,WA_Benton,6,Derived Variables
WA_Chelan,OR_Morrow,6,Derived Variables
WA_Clark,OR_Douglas,9,Derived Variables
WA_Clark,OR_Yamhill,8,Derived Variables
WA_Clark,OR_Multnomah,7,Derived Variables
WA_Clark,CA_Alameda,7,Derived Variables
WA_Clark,CA_El Dorado,7,Derived Variables
WA_Clark,OR_Polk,6,Derived Variables
WA_Clark,CA_Santa Clara,6,Derived Variables
WA_Clark,CA_San Benito,6,Derived Variables
WA_Clark,OR_Linn,5,Derived Variables
WA_Clark,OR_Clackamas,5,Derived Variables
WA_Cowlitz,OR_Multnomah,15,Derived Variables
WA_Cowlitz,OR_Clackamas,14,Derived Variables
WA_Cowlitz,OR_Marion,10,Derived Variables
WA_Cowlitz,OR_Yamhill,9,Derived Variables
WA_Cowlitz,OR_Linn,7,Derived Variables
WA_Franklin,WA_Walla Walla,7,Derived Variables
WA_Franklin,WA_Benton,7,Derived Variables
WA_Franklin,UT_Davis,7,Derived Variables
WA_Franklin,OR_Josephine,5,Derived Variables
WA_Grant,UT_Davis,17,Derived Variables
WA_Grant,WA_Walla Walla,15,Derived Variables
WA_Grant,OR_Morrow,11,Derived Variables
WA_Grant,WA_Franklin,11,Derived Variables
WA_Grays Harbor,OR_Multnomah,17,Derived Variables
WA_Grays Harbor,OR_Clackamas,16,Derived Variables
WA_Grays Harbor,OR_Marion,14,Derived Variables
WA_Grays Harbor,OR_Linn,7,Derived Variables
WA_Grays Harbor,CA_Sonoma,7,Derived Variables
WA_King,OR_Multnomah,11,Derived Variables
WA_King,OR_Clackamas,11,Derived Variables
WA_King,OR_Marion,7,Derived Variables
WA_King,WA_Grays Harbor,5,Derived Variables
WA_King,OR_Linn,5,Derived Variables
WA_King,OR_Lane,5,Derived Variables
WA_Kittitas,UT_Davis,8,Derived Variables
WA_Kittitas,WA_Franklin,8,Derived Variables
WA_Kittitas,WA_Adams,6,Derived Variables
WA_Kittitas,ID_Canyon,6,Derived Variables
WA_Kittitas,WA_Walla Walla,5,Derived Variables
WA_Kittitas,WA_Benton,5,Derived Variables
WA_Lewis,OR_Clackamas,12,Derived Variables
WA_Lewis,OR_Multnomah,12,Derived Variables
WA_Lewis,OR_Yamhill,9,Derived Variables
WA_Lewis,OR_Marion,7,Derived Variables
WA_Lewis,CA_Sonoma,7,Derived Variables
WA_Lewis,OR_Linn,6,Derived Variables
WA_Lewis,CA_Alameda,6,Derived Variables
WA_Lewis,CA_Santa Clara,5,Derived Variables
WA_Lewis,CA_El Dorado,5,Derived Variables
WA_Lincoln,UT_Davis,11,Derived Variables
WA_Lincoln,WA_Franklin,10,Derived Variables
WA_Lincoln,WA_Walla Walla,10,Derived Variables
WA_Lincoln,WA_Benton,7,Derived Variables
WA_Lincoln,OR_Morrow,6,Derived Variables
WA_Okanogan,UT_Davis,10,Derived Variables
WA_Okanogan,WA_Franklin,9,Derived Variables
WA_Okanogan,WA_Walla Walla,8,Derived Variables
WA_Okanogan,OR_Morrow,6,Derived Variables
WA_Okanogan,WA_Benton,6,Derived Variables
WA_Okanogan,WA_Adams,5,Derived Variables
WA_Okanogan,WA_Grant,5,Derived Variables
WA_Pacific,OR_Curry,15,Derived Variables
WA_Pacific,WA_Grays Harbor,7,Derived Variables
WA_Pacific,OR_Coos,6,Derived Variables
WA_Pacific,OR_Multnomah,6,Derived Variables
WA_Pierce,OR_Multnomah,8,Derived Variables
WA_Pierce,OR_Clackamas,8,Derived Variables
WA_Pierce,WA_Snohomish,7,Derived Variables
WA_Pierce,WA_Grays Harbor,7,Derived Variables
WA_Pierce,WA_King,7,Derived Variables
WA_Pierce,WA_Whatcom,6,Derived Variables
WA_Pierce,OR_Marion,6,Derived Variables
WA_Pierce,OR_Lane,6,Derived Variables
WA_Pierce,OR_Linn,5,Derived Variables
WA_Skagit,OR_Curry,9,Derived Variables
WA_Skagit,WA_Skagit,5,Derived Variables
WA_Spokane,WA_Walla Walla,10,Derived Variables
WA_Walla Walla,WA_Walla Walla,7,Derived Variables
WA_Walla Walla,WA_Benton,7,Derived Variables
WA_Walla Walla,UT_Davis,5,Derived Variables
WA_Walla Walla,OR_Josephine,5,Derived Variables
WA_Walla Walla,CA_Calaveras,5,Derived Variables
WA_Whatcom,OR_Multnomah,8,Derived Variables
WA_Whatcom,OR_Clackamas,6,Derived Variables
WA_Yakima,UT_Davis,11,Derived Variables
WA_Yakima,WA_Benton,10,Derived Variables
WA_Yakima,WA_Walla Walla,10,Derived Variables
WA_Yakima,OR_Morrow,7,Derived Variables
WI_Adams,UT_Davis,7,Derived Variables
WI_Calumet,UT_Davis,10,Derived Variables
WI_Calumet,OR_Morrow,9,Derived Variables
WI_Calumet,WA_Benton,9,Derived Variables
WI_Calumet,OR_Josephine,8,Derived Variables
WI_Calumet,WA_Franklin,7,Derived Variables
WI_Columbia,UT_Davis,5,Derived Variables
WI_Dodge,UT_Davis,7,Derived Variables
WI_Door,OR_Jackson,7,Derived Variables
WI_Door,CA_El Dorado,7,Derived Variables
WI_Door,OR_Josephine,6,Derived Variables
WI_Dunn,ID_Canyon,5,Derived Variables
WI_Green Lake,UT_Davis,7,Derived Variables
WI_Green Lake,WA_Benton,5,Derived Variables
WI_Jackson,ID_Canyon,6,Derived Variables
WI_Kenosha,UT_Davis,5,Derived Variables
WI_Kewaunee,OR_Josephine,10,Derived Variables
WI_Kewaunee,OR_Jackson,7,Derived Variables
WI_Manitowoc,OR_Josephine,11,Derived Variables
WI_Manitowoc,OR_Jackson,7,Derived Variables
WI_Marinette,WA_Yakima,7,Derived Variables
WI_Marinette,WA_Franklin,7,Derived Variables
WI_Marinette,UT_Weber,6,Derived Variables
WI_Marinette,WA_Grant,5,Derived Variables
WI_Marquette,UT_Davis,5,Derived Variables
WI_Monroe,ID_Canyon,5,Derived Variables
WI_Oconto,OR_Morrow,7,Derived Variables
WI_Oconto,WA_Franklin,7,Derived Variables
WI_Oconto,UT_Weber,6,Derived Variables
WI_Oconto,WA_Benton,6,Derived Variables
WI_Oconto,WA_Yakima,5,Derived Variables
WI_Oconto,WA_Grant,5,Derived Variables
WI_Oconto,UT_Davis,5,Derived Variables
WI_Outagamie,UT_Davis,9,Derived Variables
WI_Outagamie,WA_Benton,9,Derived Variables
WI_Outagamie,OR_Morrow,9,Derived Variables
WI_Outagamie,WA_Franklin,7,Derived Variables
WI_Outagamie,OR_Josephine,6,Derived Variables
WI_Polk,ID_Canyon,5,Derived Variables
WI_Portage,UT_Davis,6,Derived Variables
WI_Portage,WA_Yakima,5,Derived Variables
WI_Portage,UT_Weber,5,Derived Variables
WI_Portage,ID_Canyon,5,Derived Variables
WI_Portage,WA_Benton,5,Derived Variables
WI_Portage,WA_Franklin,5,Derived Variables
WI_Portage,OR_Morrow,5,Derived Variables
WI_Sheboygan,OR_Josephine,9,Derived Variables
WI_Sheboygan,WA_Benton,9,Derived Variables
WI_Sheboygan,OR_Jackson,6,Derived Variables
WI_Sheboygan,OR_Morrow,6,Derived Variables
WI_Sheboygan,UT_Davis,6,Derived Variables
WI_Walworth,UT_Davis,5,Derived Variables
WI_Washington,UT_Davis,10,Derived Variables
WI_Washington,OR_Jackson,7,Derived Variables
WI_Washington,WA_Franklin,6,Derived Variables
WI_Washington,OR_Morrow,6,Derived Variables
WI_Washington,WA_Benton,6,Derived Variables
WI_Washington,OR_Josephine,5,Derived Variables
WI_Waupaca,UT_Davis,9,Derived Variables
WI_Waupaca,WA_Franklin,7,Derived Variables
WI_Waupaca,WA_Benton,7,Derived Variables
WI_Waupaca,OR_Morrow,7,Derived Variables
WI_Waushara,UT_Davis,8,Derived Variables
WI_Waushara,WA_Franklin,7,Derived Variables
WI_Waushara,OR_Morrow,5,Derived Variables
WI_Wood,ID_Canyon,7,Derived Variables
WI_Wood,UT_Davis,6,Derived Variables
WI_Wood,WA_Benton,5,Derived Variables
WV_Berkeley,MO_Dunklin,6,Derived Variables
